oshwaUid,country,projectName,responsibleParty,primaryType,hardwareLicense,softwareLicense,documentationLicense,certificationDate,stars,forks,watchers,directoryUrl
US002521,United States of America,Adafruit QSPI DIP Breakout Board - W25Q16 - 16 MBit 2 MByte,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-14T00:00-04:00,3,0,11,https://certification.oshwa.org/us002521.html
US002155,United States of America,Adafruit QT 5V to 3V Shifter Breakout - STEMMA QT / Qwiic,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2022-12-14T00:00-05:00,3,1,10,https://certification.oshwa.org/us002155.html
US002111,United States of America,Adafruit QT Py ESP32 Pico - WiFi Dev Board with STEMMA QT,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2022-05-20T00:00-04:00,9,3,10,https://certification.oshwa.org/us002111.html
US002112,United States of America,Adafruit QT Py ESP32-S3 WiFi Dev Board with STEMMA QT,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2022-05-20T00:00-04:00,17,0,12,https://certification.oshwa.org/us002112.html
US000570,United States of America,Adafruit Quad 2x2 FeatherWing Kit with Headers,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-05-09T00:00-04:00,15,6,8,https://certification.oshwa.org/us000570.html
US000487,United States of America,Adafruit Quad Side-By-Side FeatherWing Kit with Headers,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-04-30T00:00-04:00,15,6,8,https://certification.oshwa.org/us000487.html
US002635,United States of America,Adafruit Qwiic / Stemma QT Breakout Board,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2024-05-11T00:00-04:00,6,0,9,https://certification.oshwa.org/us002635.html
US002667,United States of America,Adafruit Reversible USB Type A Plug Connector Breakout,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2024-08-15T00:00-04:00,1,0,10,https://certification.oshwa.org/us002667.html
US002490,United States of America,Adafruit RGB Matrix Bonnet for Raspberry Pi,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-14T00:00-04:00,9,1,8,https://certification.oshwa.org/us002490.html
US002429,United States of America,Adafruit RGB Matrix Featherwing Kit,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-08-22T00:00-04:00,3,1,9,https://certification.oshwa.org/us002429.html
US002522,United States of America,Adafruit RGB Matrix HAT + RTC for Raspberry Pi - Mini Kit,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-14T00:00-04:00,6,1,6,https://certification.oshwa.org/us002522.html
US002418,United States of America,Adafruit RP2040 Based Tester Brains PCB,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-08-22T00:00-04:00,16,7,12,https://certification.oshwa.org/us002418.html
US000463,United States of America,Adafruit Silicon MEMS Microphone Breakout - SPW2430,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-04-30T00:00-04:00,5,4,6,https://certification.oshwa.org/us000463.html
US002779,United States of America,Adafruit SPA06-003 Temperature + Pressure Sensor - STEMMA QT,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2025-09-19T00:00-04:00,0,0,0,https://certification.oshwa.org/us002779.html
US002511,United States of America,Adafruit STEMMA Audio Amp - Mono 2.5W Class D - PAM8302,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-14T00:00-04:00,1,0,10,https://certification.oshwa.org/us002511.html
US002682,United States of America,Adafruit Sunken USB Type C Breakout Board - Downstream Connection,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2024-10-01T00:00-04:00,2,0,9,https://certification.oshwa.org/us002682.html
US002517,United States of America,Adafruit TCA8418 Keypad Matrix and GPIO Expander Breakout,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-14T00:00-04:00,5,0,11,https://certification.oshwa.org/us002517.html
US002478,United States of America,Adafruit TFT 50pin to 40pin + AR1100 Touchscreen Adapter,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-11T00:00-04:00,2,0,5,https://certification.oshwa.org/us002478.html
US000672,United States of America,Adafruit TMP235 - Plug-and-Play STEMMA Analog Temperature Sensor,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-09-12T00:00-04:00,1,1,10,https://certification.oshwa.org/us000672.html
US002757,United States of America,Adafruit Triple LED Matrix Bonnet for Raspberry Pi - For HUB75,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2025-07-10T00:00-04:00,1,0,1,https://certification.oshwa.org/us002757.html
US002595,United States of America,Adafruit TS3USB30 1 to 2 USB Switch,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2024-01-18T00:00-05:00,2,1,10,https://certification.oshwa.org/us002595.html
US002449,United States of America,Adafruit TSL2561 Digital Luminosity/Lux/Light Sensor Breakout,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-08T00:00-04:00,9,10,5,https://certification.oshwa.org/us002449.html
US000518,United States of America,Adafruit USB C Breakout Board - Downstream Connection,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-05-05T00:00-04:00,15,3,8,https://certification.oshwa.org/us000518.html
US000577,United States of America,Adafruit USB Isolator - 100mA Isolated Low/Full Speed USB,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-05-09T00:00-04:00,16,1,9,https://certification.oshwa.org/us000577.html
US002733,United States of America,Adafruit USB Type C CC Resistor Fixer,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2025-04-18T00:00-04:00,3,1,10,https://certification.oshwa.org/us002733.html
US002650,United States of America,Adafruit USB Type C Plug Breakout,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2024-06-21T00:00-04:00,2,0,9,https://certification.oshwa.org/us002650.html
US002659,United States of America,Adafruit USB Type C Vertical Breakout - Downstream Connection,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2024-07-10T00:00-04:00,4,1,10,https://certification.oshwa.org/us002659.html
US002453,United States of America,Adafruit VEML6075 UVA UVB and UV Index Sensor Breakout,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-08T00:00-04:00,1,0,8,https://certification.oshwa.org/us002453.html
US002472,United States of America,Adafruit VL53L1X Time of Flight Distance Sensor - ~30 to 4000mm,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-08T00:00-04:00,3,2,10,https://certification.oshwa.org/us002472.html
US002147,United States of America,Adafruit WCH CH9102F Friend - USB to Serial Converter,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2022-12-14T00:00-05:00,5,0,10,https://certification.oshwa.org/us002147.html
US002493,United States of America,Adafruit Wii Nunchuck Breakout Adapter,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-14T00:00-04:00,10,4,11,https://certification.oshwa.org/us002493.html
US000067,United States of America,Adafruit-Metro-M0-Express,Adafruit,Electronics,Other,Other,CC BY-SA,2017-06-27T00:00-04:00,5,3,9,https://certification.oshwa.org/us000067.html
ES000044,Spain,Adaptador_CubeCell,Moises Fernandez Arias,IOT,CERN-OHL-1.2,No software,CC-BY-SA-4.0,2024-02-02T00:00-05:00,7,0,6,https://certification.oshwa.org/es000044.html
HR000108,Croatia,ADC 12-bit ADS1015 4-channel with PGA breakout,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-06-28T00:00-04:00,0,0,1,https://certification.oshwa.org/hr000108.html
HR000109,Croatia,ADC 16-bit ADS1115 4-channel with PGA breakout,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-06-28T00:00-04:00,1,0,1,https://certification.oshwa.org/hr000109.html
PE000002,Peru,Addon Battery yd-esp32s3,Maykol Rey,Electronics,CERN-OHL-P-2.0,GPL-3.0-only,CC-BY-4.0,2025-12-18T00:00-05:00,0,0,0,https://certification.oshwa.org/pe000002.html
IN000001,India,ADS1292R ECG/respiration shield and breakout board,ProtoCentral,Electronics,Other,MIT,CC BY-SA,2016-11-08T00:00-04:00,60,37,22,https://certification.oshwa.org/in000001.html
US002084,United States of America,ADXL375 - High G Accelerometer (+-200g) with I2C and SPI,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2022-02-07T00:00-05:00,1,0,10,https://certification.oshwa.org/us002084.html
HR000009,Croatia,AFE3 power analysis board for MIO168,Envox d.o.o.,Electronics,TAPR,GPL,CC BY-SA,2021-10-07T00:00-04:00,4,2,2,https://certification.oshwa.org/hr000009.html
IN000003,India,AFE4490 Pulse Oximeter Shield Kit for Arduino,ProtoCentral,Science,Other,MIT,Other,2016-11-19T00:00-04:00,53,33,13,https://certification.oshwa.org/in000003.html
TH000011,Thailand,AI08 Devboard,Sirawit Lappisatepun,Electronics,CERN-OHL-S-2.0,GPL,CC-BY-SA-4.0,2023-05-05T00:00-04:00,2,1,1,https://certification.oshwa.org/th000011.html
HR000019,Croatia,Air quality sensor CCS811 breakout,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,No software,CC BY-SA,2023-03-03T00:00-05:00,0,0,1,https://certification.oshwa.org/hr000019.html
HR000089,Croatia,Air quality sensor MQ135 breakout,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,6,1,1,https://certification.oshwa.org/hr000089.html
HR000099,Croatia,Air quality sensor MQ135 breakout with easyC,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,0,0,1,https://certification.oshwa.org/hr000099.html
MX000012,Mexico,Ajolote,ELECTRONIC CATS SAPI DE CV,Education,CERN,No software,CC BY-SA,2020-09-01T00:00-04:00,2,0,6,https://certification.oshwa.org/mx000012.html
MD000003,Moldova,AkiraConsole,PenEngineering,IOT,GPL-3.0-only,GPL-3.0-only,GPL-3.0-or-later,2026-01-07T00:00-05:00,20,4,4,https://certification.oshwa.org/md000003.html
US000123,United States of America,Albuquerque Mini-Maker Faire 2016 Soldering Kit,John 'Warthog9' Hawley,Tool,Other,Other,CC BY-SA,2018-04-06T00:00-04:00,1,0,1,https://certification.oshwa.org/us000123.html
US000124,United States of America,Albuquerque Mini-Maker Faire 2017 Soldering Kit,John 'Warthog9' Hawley,Tool,Other,Other,CC BY-SA,2018-04-06T00:00-04:00,1,1,1,https://certification.oshwa.org/us000124.html
US000215,United States of America,Alchemy49,Eric Olinger,Electronics,Other,No software,CC 0,2020-01-26T00:00-05:00,8,1,1,https://certification.oshwa.org/us000215.html
HR000081,Croatia,"Alcohol, Ethanol sensor MQ3 breakout",SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-06-09T00:00-04:00,0,0,1,https://certification.oshwa.org/hr000081.html
HR000091,Croatia,"Alcohol, Ethanol sensor MQ3 breakout with easyC",SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,0,0,1,https://certification.oshwa.org/hr000091.html
US000198,United States of America,AllPixel Mini,Maniacal Labs,Arts,Other,MIT,Other,2019-12-20T00:00-05:00,56,16,19,https://certification.oshwa.org/us000198.html
TW000008,Taiwan,Alternating Latching Relay - ALR,"TSAI, AN-HSIANG",Other,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2026-01-07T00:00-05:00,0,0,0,https://certification.oshwa.org/tw000008.html
US002259,United States of America,Ambient Light Sensor - VEML7700 (Qwiic),SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,1,0,2,https://certification.oshwa.org/us002259.html
PL000022,Poland,Ambii,Norbert,Electronics,CC-BY-SA-4.0,MIT,CC-BY-SA-4.0,2025-09-12T00:00-04:00,3,0,1,https://certification.oshwa.org/pl000022.html
HR000090,Croatia,Ammonia sensor MQ137 breakout,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,1,0,1,https://certification.oshwa.org/hr000090.html
HR000100,Croatia,Ammonia sensor MQ137 breakout with easyC,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,0,0,1,https://certification.oshwa.org/hr000100.html
US000565,United States of America,Analog 2-axis Thumb Joystick with Select Button + Breakout Board,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-05-08T00:00-04:00,13,11,4,https://certification.oshwa.org/us000565.html
US000564,United States of America,Analog UV Light Sensor Breakout - GUVA-S12SD,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-05-08T00:00-04:00,12,3,9,https://certification.oshwa.org/us000564.html
BG000094,Bulgaria,ANAVI Arrows,ANAVI Technology Ltd,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2023-07-17T00:00-04:00,75,36,4,https://certification.oshwa.org/bg000094.html
BG000008,Bulgaria,ANAVI Buttons,ANAVI Technology,Electronics,Other,Other,CC BY-SA,2018-08-09T00:00-04:00,4,0,2,https://certification.oshwa.org/bg000008.html
BG000144,Bulgaria,ANAVI Dev Mic,ANAVI Technology Ltd.,Tool,CC-BY-SA-4.0,Apache,CC-BY-SA-4.0,2024-09-12T00:00-04:00,75,36,4,https://certification.oshwa.org/bg000144.html
BG000003,Bulgaria,ANAVI Flex HAT,ANAVI Technology,Electronics,Other,Other,CC BY-SA,2018-03-25T00:00-04:00,8,5,1,https://certification.oshwa.org/bg000003.html
BG000060,Bulgaria,ANAVI Fume Extractor,ANAVI Technology,Tool,Other,GPL,CC BY-SA,2019-11-22T00:00-05:00,75,36,4,https://certification.oshwa.org/bg000060.html
BG000079,Bulgaria,ANAVI Gardening uHAT,ANAVI Technology,Agriculture,Other,Other,Other,2021-09-16T00:00-04:00,75,36,4,https://certification.oshwa.org/bg000079.html
BG000018,Bulgaria,ANAVI Gas Detector,ANAVI Technology Ltd.,IOT,Other,GPL,CC BY-SA,,4,1,2,https://certification.oshwa.org/bg000018.html
BG000134,Bulgaria,ANAVI Handle,ANAVI TECHNOLOGY LTD,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2024-04-19T00:00-04:00,75,36,4,https://certification.oshwa.org/bg000134.html
BG000081,Bulgaria,ANAVI Info uHAT,ANAVI TECHNOLOGY,Electronics,CC-BY-SA-4.0,MIT,CC-BY-SA-4.0,2022-06-23T00:00-04:00,75,36,4,https://certification.oshwa.org/bg000081.html
BG000002,Bulgaria,ANAVI Infrared pHAT,ANAVI Technology,Electronics,Other,Other,CC BY-SA,2018-03-25T00:00-04:00,22,5,6,https://certification.oshwa.org/bg000002.html
BG000089,Bulgaria,ANAVI Knob 1,ANAVI Technology,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2022-11-08T00:00-05:00,75,36,4,https://certification.oshwa.org/bg000089.html
BG000092,Bulgaria,ANAVI Knobs 3,ANAVI Technology Ltd,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2023-01-11T00:00-05:00,75,36,4,https://certification.oshwa.org/bg000092.html
BG000004,Bulgaria,ANAVI Light Controller,ANAVI Technology,Electronics,Other,Other,CC BY-SA,2018-04-15T00:00-04:00,37,9,5,https://certification.oshwa.org/bg000004.html
BG000005,Bulgaria,ANAVI Light Controller,ANAVI Technology,Electronics,Other,Other,CC BY-SA,2018-05-14T00:00-04:00,37,9,5,https://certification.oshwa.org/bg000005.html
BG000001,Bulgaria,ANAVI Light pHAT,ANAVI Technology,Electronics,Other,Other,CC BY-SA,2018-03-19T00:00-04:00,11,4,1,https://certification.oshwa.org/bg000001.html
BG000093,Bulgaria,ANAVI Macro Pad 10,ANAVI Technology Ltd,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2023-01-11T00:00-05:00,75,36,4,https://certification.oshwa.org/bg000093.html
BG000095,Bulgaria,ANAVI Macro Pad 12,ANAVI Technology Ltd,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2023-07-17T00:00-04:00,75,36,4,https://certification.oshwa.org/bg000095.html
BG000077,Bulgaria,ANAVI Macro Pad 2,Leon Anavi,Tool,Other,GPL,CC BY-SA,2021-05-12T00:00-04:00,75,36,4,https://certification.oshwa.org/bg000077.html
BG000072,Bulgaria,ANAVI Macro Pad 8,ANAVI Technology,Tool,Other,GPL,CC BY-SA,2020-07-13T00:00-04:00,75,36,4,https://certification.oshwa.org/bg000072.html
BG000050,Bulgaria,ANAVI Miracle Controller,ANAVI TECHNOLOGY,Tool,Other,GPL,CC BY-SA,2019-07-14T00:00-04:00,14,3,2,https://certification.oshwa.org/bg000050.html
BG000150,Bulgaria,ANAVI Miracle Emitter,ANAVI Technology Ltd.,Home Connection,CC-BY-SA-4.0,CC-BY-SA-4.0,GPL-3.0-or-later,2025-04-25T00:00-04:00,75,36,4,https://certification.oshwa.org/bg000150.html
BG000007,Bulgaria,ANAVI Play pHAT,ANAVI Technology,Electronics,Other,Other,CC BY-SA,2018-07-09T00:00-04:00,6,2,3,https://certification.oshwa.org/bg000007.html
BG000061,Bulgaria,ANAVI Smiley,ANAVI TECHNOLOGY,Education,Other,MIT,CC BY-SA,2020-02-25T00:00-05:00,1,0,1,https://certification.oshwa.org/bg000061.html
BG000062,Bulgaria,ANAVI Tag Manager,ANAVI Technology,IOT,Other,GPL,CC BY-SA,,1,0,1,https://certification.oshwa.org/bg000062.html
BG000017,Bulgaria,ANAVI Thermometer,ANAVI TECHNOLOGY,IOT,Other,GPL,Other,2018-11-18T00:00-05:00,37,9,5,https://certification.oshwa.org/bg000017.html
BG000152,Bulgaria,ANAVI TPM 2.0,ANAVI Technology Ltd,Other,CC-BY-SA-4.0,GPL,CC-BY-SA-4.0,2025-08-07T00:00-04:00,75,36,4,https://certification.oshwa.org/bg000152.html
BG000006,Bulgaria,ANAVI Traffic Lights,ANAVI Technology,Electronics,Other,Other,CC BY-SA,2018-07-09T00:00-04:00,4,0,2,https://certification.oshwa.org/bg000006.html
US000063,United States of America,Anduino,Andium,Electronics,Other,Apache,Other,2017-01-13T00:00-04:00,11,8,7,https://certification.oshwa.org/us000063.html
SE000020,Sweden,Anna2040,Rasmus Liljeberg,Electronics,CERN-OHL-P-2.0,No software,CERN-OHL-P-2.0,2022-12-21T00:00-05:00,9,1,1,https://certification.oshwa.org/se000020.html
IT000013,Italy,Anthilla Controller,Anthilla Srl,IOT,CERN-OHL-W-2.0,No software,CC0-1.0,2023-02-09T00:00-05:00,39,7,5,https://certification.oshwa.org/it000013.html
IT000014,Italy,Anthilla Controller,Anthilla,IOT,CERN-OHL-W-2.0,No software,CC0-1.0,2024-03-20T00:00-04:00,39,7,5,https://certification.oshwa.org/it000014.html
ES000043,Spain,AP-LED8-THT,Juan Gonzalez Gomez (Obijuan),Electronics,CERN-OHL-1.2,No software,CC-BY-SA-4.0,2024-01-18T00:00-05:00,6,0,4,https://certification.oshwa.org/es000043.html
US000658,United States of America,AP3429A 3.3V Buck Converter Breakout,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-09-12T00:00-04:00,1,1,10,https://certification.oshwa.org/us000658.html
CA000063,Canada,Apisuru,Robot Missions Inc,Environmental,CERN-OHL-P-2.0,No software,CC-BY-4.0,2025-02-25T00:00-05:00,2,0,1,https://certification.oshwa.org/ca000063.html
MX000010,Mexico,Arbol IoT,IMEPLAN,Environmental,CERN,GPL,Other,2019-09-15T00:00-04:00,0,0,2,https://certification.oshwa.org/mx000010.html
US000022,United States of America,Archim,UltiMachine,3D Printing,CERN,GPL,Other,2016-10-28T00:00-04:00,24,8,12,https://certification.oshwa.org/us000022.html
IT000026,Italy,Arduino Based Interferometer Stabilizer,"Giuseppe Emanuele Lio, Simone Zanotto",Science,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2025-12-18T00:00-05:00,2,0,0,https://certification.oshwa.org/it000026.html
